,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_5
Continuum_1,10.877,10.926,11.099,10.957,9.868
Continuum_2,12.434,13.262,13.459,15.282,14.176
Continuum_3,11.108,11.905,11.211,13.633,10.908
