Name,Flux,Error flux
Hbeta,0.35882169597873764,0.035603462175206435
Halpha,1.5259689615201852,0.040911089188794346
[SII]6716,0.5636567658515429,0.018378814329471988
[SII]6731,0.3465734791911989,0.012237694811786494
HeII4687,0.007369655957700668,0.0071240577385009995
HeI5876,0.028203658352030387,0.021736096879783177
[OIII]5007_d,0.4754552139819381,0.024177886020306596
[OI]6300_d,0.18760579254237883,0.028136221346175137
[NII]6583_d,0.5464864974782591,0.027783624966710156
