,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_5,Spectrum_6,Spectrum_7,Spectrum_8,Spectrum_9,Spectrum_10,Spectrum_11,Spectrum_12,Spectrum_13,Spectrum_14,Spectrum_15,Spectrum_16,Spectrum_17,Spectrum_18,Spectrum_19,Spectrum_20
Continuum_1,0.012,0.012,0.012,0.012,0.014,0.016,0.024,0.056,0.171,0.104,0.176,0.309,0.063,0.022,0.015,0.013,0.010,0.011,0.023,0.010
Continuum_2,0.007,0.009,0.009,0.010,0.010,0.013,0.016,0.035,0.126,0.087,0.098,0.221,0.046,0.015,0.010,0.009,0.009,0.009,0.009,0.009
Continuum_3,0.007,0.008,0.008,0.009,0.009,0.011,0.014,0.027,0.088,0.077,0.064,0.126,0.036,0.014,0.009,0.008,0.008,0.008,0.008,0.007
