,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_5,Spectrum_6,Spectrum_7,Spectrum_8,Spectrum_9,Spectrum_10,Spectrum_11,Spectrum_12,Spectrum_13,Spectrum_14,Spectrum_15,Spectrum_16,Spectrum_17,Spectrum_18,Spectrum_19,Spectrum_20
Continuum_1,3.813,4.729,6.383,7.978,9.542,11.764,13.296,14.468,17.964,23.078,14.213,14.822,17.624,12.953,7.150,6.798,6.357,5.687,2.391,4.313
Continuum_2,6.461,6.858,7.941,9.176,12.659,12.225,15.644,16.503,16.692,21.700,16.442,12.428,17.763,16.345,10.562,9.727,8.033,6.973,5.913,5.242
Continuum_3,5.865,7.162,8.012,9.137,11.742,13.694,15.404,18.133,19.384,20.963,20.386,15.982,18.468,14.957,10.065,9.514,7.908,7.350,5.693,6.340
