,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_5
Continuum_1,6.373,4.348,4.839,3.566,3.701
Continuum_2,9.412,5.686,6.132,4.593,4.529
Continuum_3,10.214,5.314,6.082,4.096,4.808
