,Component 1,Component 2,Component 3,Component 4,Component 5
I_e,0.0402,0.1191,0.1037,0.0345,0.1796
r_e,1.1487,6.9264,49.8743,47.7429,7.2886
n,2.3111,1.1504,1.0260,2.4108,2.8725
x_0,15.8954,24.5863,32.1551,49.2671,58.7464
