,Component 1,Component 2,Component 3,Component 4,Component 5
I_e,0.0419,1.0512,0.9662,0.0536,0.0100
r_e,20.4201,6.3957,1.7145,20.6691,6.8506
n,2.8488,1.2167,0.0618,1.5337,3.1588
x_0,34.0839,48.0065,53.9173,67.1168,56.9394
