,Component 1,Component 2,Component 3,Component 4,Component 5
I_e,10.9552,0.1000,10.2376,1.9133,18.4550
r_e,3.9388,46.6544,50.0000,18.3669,4.1229
n,0.3834,0.3659,0.7960,2.1765,0.2086
x_0,19.5000,32.1769,45.4644,67.3368,81.1280
