,Component 1,Component 2,Component 3,Component 4,Component 5
I_e,3.8180,0.0067,20.0000,2.0186,6.1614
r_e,48.4380,3.1696,10.4687,21.9623,17.7517
n,1.3812,7.1095,0.2903,2.1739,1.1148
x_0,19.5000,32.7029,48.0831,66.8835,80.0225
