,Component 1,Component 2,Component 3,Component 4,Component 5
I_e,0.3232,1.2305,0.7529,1.8992,1.4042
r_e,34.9402,1.0516,7.1215,7.6934,10.4705
n,2.1525,0.3866,0.9349,2.1857,0.3079
x_0,19.5020,32.7550,47.6050,67.3792,79.6134
