,SNR,SNR,SNR,Signal,Signal,Signal,Noise,Noise,Noise
,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_1,Spectrum_2,Spectrum_3
Continuum_1,14.274,1.151,13.487,1.856,0.058,1.174,0.130,0.051,0.087
Continuum_2,16.328,4.394,16.759,2.410,0.193,1.650,0.148,0.044,0.098
Continuum_3,29.684,6.500,27.618,2.663,0.171,1.924,0.090,0.026,0.070
