Name,Flux,Error flux
Hgamma,0.2157647891897524,0.03660039350861879
Hbeta,0.8238288968484802,0.05252997854508206
Halpha,4.841445512775246,0.05230819572958486
[SII]6716,0.6447243395645431,0.057574931294426444
[SII]6731,0.4972031485534369,0.033100602940408654
HeII4687,0.07342982551881236,0.014606548448906938
HeI5876,0.08913497670660285,0.02961499489263538
[OIII]5007_d,0.2899585343057409,0.025534765145199947
[OI]6300_d,0.16739509026921734,0.04714609007598905
[NII]6583_d,2.3847258053209233,0.054737913834721555
