Name,Flux,Error flux
Hgamma,0.15648379482083546,0.0331415209093225
Hbeta,0.38959689467361525,0.03642759160332179
Halpha,1.8327794755129037,0.05127463288345608
[SII]6716,0.36457290222244493,0.013505233654313421
[SII]6731,0.20562760129345964,0.00919402702563452
HeII4687,0.0,0.008523327672091255
HeI5876,0.04430329396217107,0.0071076222590097625
[OIII]5007_d,0.12517150228663626,0.009623051162038975
[OI]6300_d,0.05690057595817876,0.008656037737864022
[NII]6583_d,0.8733539254541031,0.026832529435282783
