,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_5
Continuum_1,6.616,7.624,7.673,10.402,9.171
Continuum_2,8.342,10.482,10.970,17.326,6.260
Continuum_3,8.332,10.687,11.481,16.056,12.602
