,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_5
Continuum_1,0.109,0.130,0.142,0.404,0.185
Continuum_2,0.115,0.144,0.157,0.491,0.207
Continuum_3,0.113,0.151,0.170,0.594,0.212
