Name,Flux,Error flux
Hgamma,0.38946996759063907,0.0405921954238759
Hbeta,1.1966606203132284,0.0492309194812376
Halpha,7.468427692535826,0.08880378369364626
[SII]6716,0.9535818815670818,0.053614556396893484
[SII]6731,0.762703502197754,0.040496794826615834
HeII4687,0.07146645050370883,0.012566451240928785
HeI5876,0.13716210745413823,0.023596480192835126
[OIII]5007_d,0.3757292629945586,0.03140575448652406
[OI]6300_d,0.23590729790746054,0.07123885098757339
[NII]6583_d,3.7022429686029903,0.08723129181999882
