,Component 1,Component 2,Component 3,Component 4,Component 5
I_e error,0.3187,3.1053,0.1645,0.8584,0.7846
r_e error,1.5342,33.6792,53.8521,5.8928,0.2772
n error,0.2016,23.7935,1.9048,1.0314,0.0530
x_0 error,0.0623,0.1538,0.2497,0.0179,0.2674
