,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_5,Spectrum_6,Spectrum_7,Spectrum_8,Spectrum_9,Spectrum_10,Spectrum_11,Spectrum_12,Spectrum_13,Spectrum_14,Spectrum_15,Spectrum_16,Spectrum_17,Spectrum_18,Spectrum_19,Spectrum_20
Continuum_1,0.032,0.034,0.032,0.037,0.063,0.059,0.038,0.036,0.029,0.031,0.032,0.038,0.037,0.035,0.034,0.030,0.031,0.039,0.057,0.032
Continuum_2,0.026,0.022,0.025,0.029,0.069,0.064,0.027,0.026,0.023,0.024,0.023,0.020,0.022,0.024,0.020,0.024,0.024,0.030,0.067,0.026
Continuum_3,0.018,0.015,0.018,0.021,0.046,0.036,0.019,0.017,0.016,0.018,0.017,0.015,0.017,0.016,0.017,0.018,0.016,0.023,0.045,0.017
