Name,Flux,Error flux
Hgamma,0.19370195196261605,0.047607504153111484
Hbeta,0.6171397318588142,0.03780710643268513
Halpha,3.3796449616215996,0.04133128359353992
[SII]6716,0.27137922071748527,0.032477051280794256
[SII]6731,0.22301848108122477,0.019995252484118074
HeII4687,0.0,0.02290065164615044
HeI5876,0.0964238332925305,0.035175539800273194
[OIII]5007_d,0.17652186912434734,0.02469719716037272
[OI]6300_d,0.041217614828124506,0.025048026297396494
[NII]6583_d,1.2690178605068783,0.034725719561997166
