Name,Flux,Error flux
Hgamma,0.1931766076978712,0.3550382688605014
Hbeta,0.3115377300633975,0.24723948232684606
Halpha,0.32198282064584793,0.13380785817742943
[SII]6716,0.003247781081334078,0.03740789654844327
[SII]6731,0.003245948360462645,0.02811557328277372
HeII4687,0.13079475485221517,0.051532155891215826
HeI5876,0.06459776461235169,0.029980040955931823
[OIII]5007_d,0.14194630594247717,0.06081003139972262
[OI]6300_d,0.021533224289191487,0.03252558160505626
[NII]6583_d,0.18146247461391973,0.05766845504969477
