,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_5,Spectrum_6,Spectrum_7,Spectrum_8,Spectrum_9,Spectrum_10,Spectrum_11,Spectrum_12,Spectrum_13,Spectrum_14,Spectrum_15,Spectrum_16,Spectrum_17,Spectrum_18,Spectrum_19,Spectrum_20
Continuum_1,0.033,0.040,0.069,0.178,0.814,0.721,0.167,0.080,0.039,0.033,0.001,-0.003,-0.004,0.007,0.007,0.009,0.024,0.213,0.733,0.120
Continuum_2,0.092,0.107,0.144,0.273,1.061,0.937,0.262,0.151,0.109,0.091,0.061,0.052,0.055,0.062,0.065,0.065,0.082,0.318,1.032,0.203
Continuum_3,0.083,0.103,0.144,0.284,1.169,1.017,0.264,0.147,0.104,0.079,0.051,0.044,0.050,0.050,0.058,0.065,0.081,0.346,1.241,0.208
