,SNR,SNR,SNR,SNR,SNR,SNR,SNR,SNR,SNR,SNR,SNR,SNR,SNR,SNR,SNR,SNR,SNR,SNR,SNR,SNR,Signal,Signal,Signal,Signal,Signal,Signal,Signal,Signal,Signal,Signal,Signal,Signal,Signal,Signal,Signal,Signal,Signal,Signal,Signal,Signal,Noise,Noise,Noise,Noise,Noise,Noise,Noise,Noise,Noise,Noise,Noise,Noise,Noise,Noise,Noise,Noise,Noise,Noise,Noise,Noise
,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_5,Spectrum_6,Spectrum_7,Spectrum_8,Spectrum_9,Spectrum_10,Spectrum_11,Spectrum_12,Spectrum_13,Spectrum_14,Spectrum_15,Spectrum_16,Spectrum_17,Spectrum_18,Spectrum_19,Spectrum_20,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_5,Spectrum_6,Spectrum_7,Spectrum_8,Spectrum_9,Spectrum_10,Spectrum_11,Spectrum_12,Spectrum_13,Spectrum_14,Spectrum_15,Spectrum_16,Spectrum_17,Spectrum_18,Spectrum_19,Spectrum_20,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_5,Spectrum_6,Spectrum_7,Spectrum_8,Spectrum_9,Spectrum_10,Spectrum_11,Spectrum_12,Spectrum_13,Spectrum_14,Spectrum_15,Spectrum_16,Spectrum_17,Spectrum_18,Spectrum_19,Spectrum_20
Continuum_1,1.027,1.181,2.184,4.764,12.936,12.229,4.412,2.213,1.317,1.060,0.038,-0.092,-0.096,0.192,0.194,0.289,0.763,5.511,12.801,3.719,0.033,0.040,0.069,0.178,0.814,0.721,0.167,0.080,0.039,0.033,0.001,-0.003,-0.004,0.007,0.007,0.009,0.024,0.213,0.733,0.120,0.032,0.034,0.032,0.037,0.063,0.059,0.038,0.036,0.029,0.031,0.032,0.038,0.037,0.035,0.034,0.030,0.031,0.039,0.057,0.032
Continuum_2,3.498,4.841,5.674,9.270,15.344,14.717,9.777,5.778,4.680,3.742,2.585,2.561,2.511,2.593,3.159,2.750,3.478,10.584,15.513,7.719,0.092,0.107,0.144,0.273,1.061,0.937,0.262,0.151,0.109,0.091,0.061,0.052,0.055,0.062,0.065,0.065,0.082,0.318,1.032,0.203,0.026,0.022,0.025,0.029,0.069,0.064,0.027,0.026,0.023,0.024,0.023,0.020,0.022,0.024,0.020,0.024,0.024,0.030,0.067,0.026
Continuum_3,4.666,6.894,7.820,13.444,25.553,28.059,13.998,8.533,6.695,4.531,3.030,2.839,2.917,3.219,3.489,3.733,5.024,15.385,27.642,11.906,0.083,0.103,0.144,0.284,1.169,1.017,0.264,0.147,0.104,0.079,0.051,0.044,0.050,0.050,0.058,0.065,0.081,0.346,1.241,0.208,0.018,0.015,0.018,0.021,0.046,0.036,0.019,0.017,0.016,0.018,0.017,0.015,0.017,0.016,0.017,0.018,0.016,0.023,0.045,0.017
