Name,Flux,Error_flux
Hbeta,5.7618144222771095,0.3029635715203885
Halpha,25.662993687241194,0.21263171313327553
[SII]6716,4.865496845523947,0.20889535137461818
[SII]6731,3.627732319721197,0.060262247483448265
HeII4687,0.10520601800291003,0.016659369102046545
HeI5876,0.6477698441106168,0.08056484177082875
[OIII]4959,0.6659637942925395,0.23799648567279635
[OIII]5007,1.9978913828776186,0.23799648567279635
[OI]6300,0.3219057684997119,0.08127447137584493
[OI]6364,0.1073019228332373,0.08127447137584493
[NII]6548,3.2431601695003307,0.3118959244637352
[NII]6583,9.729480508500991,0.3118959244637352
