,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4
Continuum_1,0.051,0.045,0.047,0.047
Continuum_2,0.032,0.029,0.030,0.029
Continuum_3,0.027,0.026,0.026,0.025
