Name,Flux,Error flux
Hgamma,13.26816248729865,8.651806612962542
Hbeta,24.61765813993428,7.730872982530145
Halpha,0.0,27.17900407068688
[SII]6716,141.9998559198199,19.502283091562596
[SII]6731,0.0,14.103922828039419
HeII4687,0.0,6.931310836077761
HeI5876,16.485861841777375,2.234023383636778
[OIII]5007_d,0.0,3.129740473435435
[OI]6300_d,0.0,7.01093240096721
[NII]6583_d,236.66920734103041,34.19004205764687
