,Component 1,Component 2,Component 3,Component 4
I_e,0.0008,0.0013,2.0530,1.8599
r_e,0.0005,0.0003,26.6451,23.9157
n,6.4781,2.4832,0.1000,0.6963
x_0,15.4571,20.0310,35.0000,69.0000
