,Component 1,Component 2,Component 3,Component 4
I_e,0.0000,0.4734,0.5501,3.6063
r_e,0.2293,2.9352,49.9996,15.0231
n,0.7492,0.1001,1.6421,0.4378
x_0,15.5001,21.0000,34.5781,69.0000
