,Component 1,Component 2,Component 3,Component 4
I_e,8.6278,5.5128,5.4314,5.2671
r_e,1.7344,10.4440,4.1666,7.0714
n,0.1839,0.2608,1.4583,0.1544
x_0,36.1584,42.0162,59.5634,72.2943
