,Component 1,Component 2,Component 3,Component 4
I_e,0.3005,0.2803,0.2320,0.6573
r_e,46.1096,10.8035,71.5609,13.2717
n,2.2578,1.4346,3.5639,1.1467
x_0,36.1584,42.0162,59.5634,72.2943
