,Component 1,Component 2,Component 3,Component 4
I_e,0.3137,0.1099,0.0180,0.0165
r_e,8.1046,10.1230,49.4053,27.2381
n,1.6179,1.2612,3.4987,1.9246
x_0,35.9367,41.3299,59.3653,72.2864
