,Component 1,Component 2,Component 3,Component 4
I_e,0.1611,0.0734,0.0206,0.0311
r_e,12.2895,13.5236,44.6320,30.7689
n,1.9629,1.7192,3.8826,1.6184
x_0,36.1584,42.0162,59.5634,72.2943
