,Component 1,Component 2,Component 3,Component 4,Component 5
I_e,0.0343,0.0865,4.3525,0.0997,0.1448
r_e,8.5853,20.0000,0.0768,1.9450,0.5929
n,1.8299,0.4602,3.9838,0.3120,0.7094
x_0,24.3656,48.0000,59.0007,68.0000,102.0000
