,Component 1,Component 2,Component 3,Component 4,Component 5
I_e,0.1865,0.1311,0.3712,0.0566,0.0495
r_e,3.3087,20.0000,0.6146,1.9155,9.8510
n,0.5355,0.3272,2.9957,0.8122,0.2708
x_0,24.6094,45.7116,59.0685,68.4371,102.3524
