Name,Chi squared,Dof,Chi reduced
Halpha,2070.84194031345,76,27.247920267282236
Hbeta,343.36027850347386,76,4.5178984013614985
NII,574.6439220769149,76,7.561104237854144
SII,540.0973323741166,76,7.10654384702785
OIII,448.80536790230053,76,5.905333788188165
