,Peak 1,Peak 2,Peak 3,Peak 4,Peak 5,Peak 6
Blue,99.56811620912809,0.1719359337556101,0.021187514340124232,0.007783604547599718,0.0038871011271022944,0.005493316530482795
Green,0.415629515877431,99.38905796860568,0.9730604709446302,0.3806590328495818,0.2180858703089028,0.5320643915022569
Magenta,1.6654223117705064e-05,0.34839834195000174,86.20354704416647,20.62144367051547,2.7067114077289505,0.02268218777139764
Orange,1.5168966204388523e-46,6.213829118814191e-13,10.70978618396336,72.60533721359744,1.723458728360766,1.5520158142622245e-13
Chocolate,5.880367041364876e-05,0.010513836183637677,1.7539402221667917,6.077600115952679,94.58384057865695,1.3915487203830843
Dodgerblue,0.012941621359970294,0.05902572049701861,0.31845461407110665,0.3252797923018864,0.6504040813252596,98.04383981261641
