,Peak 1,Peak 2,Peak 3,Peak 4,Peak 5,Peak 6
Blue,0.04407149327845161,0.03589200114910737,0.00882566232658943,0.003442282441858695,0.001757134207164778,0.0027759119434893264
Green,0.08225758477164374,0.14935842534026733,0.17912014033288914,0.08376619724441353,0.0520304717385946,0.15775266022232287
Magenta,1.2138380644060418e-05,0.0897324803585442,5.2023815515151455,3.469009602107114,0.5026408909471582,0.011171067953146853
Orange,9.627877164957843e-48,1.5265477921752085e-13,3.3726163723666707,4.496810086819892,0.7510096291040289,1.5730359225838973e-14
Chocolate,3.9522275491694485e-05,0.004491593861747998,0.3276011300525983,0.48878456644373447,1.7575780017543678,0.34973564893711095
Dodgerblue,0.008950084807651762,0.032202948967923285,0.1488285916281472,0.12863490607951597,0.17640460347209025,0.5321278082089407
