,Peak 1,Peak 2,Peak 3,Peak 4,Peak 5,Peak 6
Blue,0.08249780536563378,0.047979364978501665,0.015759843407933596,0.006584616756245391,0.0036383624357057146,0.007226995037238403
Green,0.043038150094181105,0.11061064927103814,0.13039877947796064,0.04449638460131017,0.027671195489774175,0.09190007971617609
Magenta,9.361497238156684e-05,0.12665041582927172,3.4029302924904954,4.476080090366509,0.6388680231270105,0.029717372070354943
Orange,1.8214204278853626e-19,1.209405452493322e-06,5.186595940817936,3.5235971039294895,1.876889347410506,1.3133381172718604e-06
Chocolate,0.00019190308422219226,0.009872970781066297,0.3798572442414285,0.5009705057244824,0.8040731714972651,0.5325179376464038
Dodgerblue,0.013515304144644538,0.03599755765433714,0.1365104211254347,0.11198935065556448,0.14709815212662536,0.3582583400625623
