,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_5
Continuum_1,0.066,0.148,0.105,0.050,0.015
Continuum_2,0.063,0.131,0.107,0.053,0.017
Continuum_3,0.058,0.116,0.105,0.052,0.016
