,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_5
Continuum_1,0.009,0.011,0.010,0.009,0.007
Continuum_2,0.018,0.017,0.019,0.018,0.014
Continuum_3,0.009,0.010,0.009,0.007,0.006
