,Component 1,Component 2,Component 3,Component 4
I_e,1.0035,0.0293,0.4224,0.0959
r_e,7.0166,50.0000,4.0088,39.0862
n,1.9896,2.5352,0.1036,0.1024
x_0,32.8307,69.9895,17.3556,20.3097
