Line,Flux,Error flux
Hgamma,0.13313191752279496,0.015340104927769604
Hbeta,0.263358399469808,0.012384646978626302
Halpha,0.8656461600261829,0.02861497348812667
[SII]6716,0.21275233716415035,0.013604700943125214
[SII]6731,0.1382597331828704,0.012181811563287516
HeII4687,0.0,0.006509714199784568
HeI5876,0.05034613468832557,0.006501943070937755
[OIII]5007_d,0.18007024496618954,0.012963997820433714
[OI]6300_d,0.05426020974439411,0.008924839209992604
[NII]6583_d,0.4532739018634622,0.007846393658540124
