Line,Flux,Error flux
Hgamma,1.013131596276505,0.23533707388487113
Hbeta,2.620135443534929,0.29987247658699956
Halpha,11.473525561462985,0.31656106585910376
[SII]6716,1.7152443766465197,0.1430077771302783
[SII]6731,1.2355759455366044,0.12224606125867851
HeII4687,0.028583105746190635,0.0052283137509124555
HeI5876,0.3702432393133547,0.03395291070340428
[OIII]5007_d,3.5213547464476473,0.28497264790084426
[OI]6300_d,0.2556462865202902,0.018486629838034976
[NII]6583_d,3.475510843246586,0.21276958421100062
