,SNR,SNR,SNR,SNR,SNR,Signal,Signal,Signal,Signal,Signal,Noise,Noise,Noise,Noise,Noise
,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_5,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_5,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_5
Continuum_1,17.890,15.082,14.280,13.230,7.724,0.253,0.214,0.174,0.093,0.050,0.014,0.014,0.012,0.007,0.006
Continuum_2,15.355,16.887,15.988,14.144,10.879,0.191,0.249,0.117,0.070,0.053,0.012,0.015,0.007,0.005,0.005
Continuum_3,15.578,22.695,20.072,13.477,9.495,0.134,0.261,0.092,0.052,0.050,0.009,0.012,0.005,0.004,0.005
