,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_5,Spectrum_6,Spectrum_7
Continuum_1,5.833,10.808,13.140,18.140,14.483,12.541,8.932
Continuum_2,5.996,10.699,11.544,15.987,14.632,12.182,9.909
Continuum_3,3.951,7.118,7.392,12.283,10.939,8.745,4.765
