Name,Flux,Error flux
Hgamma,2.700234559506107,0.22604097014205843
Hbeta,6.1600631115229305,0.24482783298904448
Halpha,22.337037328480974,0.47507419907529785
[SII]6716,4.340259498336976,0.18058321820415857
[SII]6731,3.101136830838769,0.11544492012314489
HeII4687,0.026298410563855616,0.03577403035775524
HeI5876,0.8866956320738889,0.017804691900380743
[OIII]5007_d,11.071317210278297,0.2894150238634433
[OI]6300_d,0.7524482317814406,0.061538788456011864
[NII]6583_d,9.827190209906249,0.32964050812188456
