Name,Flux,Error flux
Hgamma,0.02372219077697126,0.04837676174892407
Hbeta,0.026320148502149508,0.049100781302601065
Halpha,0.9521880940086678,0.04451732205992674
[SII]6716,0.11364790086819743,0.025517276172311337
[SII]6731,0.06630335447954919,0.022351303760624892
HeII4687,0.0,0.07149458660283939
HeI5876,0.029208045998570357,0.014606461335102966
[OIII]5007_d,0.41008415704318324,0.04260349775543469
[OI]6300_d,0.04122675899002258,0.048186064508374794
[NII]6583_d,0.2978992097275582,0.03571801886120885
