,SNR,SNR,SNR,SNR,Signal,Signal,Signal,Signal,Noise,Noise,Noise,Noise
,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4
Continuum_1,6.974,5.807,7.500,3.659,0.240,0.204,0.247,0.087,0.034,0.035,0.033,0.024
Continuum_2,10.852,10.202,11.686,6.947,0.222,0.206,0.242,0.096,0.020,0.020,0.021,0.014
Continuum_3,10.848,10.217,12.355,7.424,0.190,0.180,0.214,0.082,0.018,0.018,0.017,0.011
