Name,Flux,Error flux
Hgamma,1.2828397351405683,0.09683799438212873
Hbeta,3.2850079606492355,0.1722764055612003
Halpha,14.409440429591356,0.15334869617366192
[SII]6716,2.1727800994431825,0.0917190013643912
[SII]6731,1.5308844364684528,0.06602053708243824
HeII4687,0.01335521454778659,0.014812032855844351
HeI5876,0.4874017750539106,0.032486676623766676
[OIII]5007_d,6.319430012062918,0.4000616185534793
[OI]6300_d,0.1397891902464305,0.035270813319171875
[NII]6583_d,4.129634083903674,0.18699984650031257
