,SNR,SNR,SNR,SNR,Signal,Signal,Signal,Signal,Noise,Noise,Noise,Noise
,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4
Continuum_1,3.546,5.967,7.038,4.961,0.116,0.161,0.249,0.159,0.033,0.027,0.035,0.032
Continuum_2,7.354,9.249,12.210,9.382,0.134,0.148,0.241,0.168,0.018,0.016,0.020,0.018
Continuum_3,6.993,9.600,12.202,9.104,0.114,0.127,0.212,0.148,0.016,0.013,0.017,0.016
