Name,Flux,Error_flux
Hgamma,0.8350337201632066,0.07967756873032193
Hbeta,2.1036962316364045,0.1682119295012957
Halpha,8.983260372837716,0.2093884721734105
[SII]6716,1.6896795031131548,0.05447896932022192
[SII]6731,1.2676636822186176,0.03896217762155219
HeII4687,0.0,0.026000441454975046
HeI5876,0.31746472413103266,0.02936532076182428
[OIII]4959,0.9803110602120143,0.2666148158610421
[OIII]5007,2.940933180636043,0.2666148158610421
[OI]6300,0.12631180554267224,0.0380340879705249
[OI]6364,0.04210393518089074,0.0380340879705249
[NII]6548,0.7166084510106733,0.07386369270408956
[NII]6583,2.14982535303202,0.07386369270408956
