Name,Flux,Error flux
Hgamma,0.0,0.04176470038727303
Hbeta,0.1836317904631585,0.055295009488268265
Halpha,0.34692581176987486,0.037907976226748324
[SII]6716,0.23502365321486912,0.013790614427055422
[SII]6731,0.11469794226964854,0.015211030072147708
HeII4687,0.016246839349889672,0.036400810500270865
HeI5876,0.01927541672543176,0.0283513138790328
[OIII]5007_d,0.21033335337214706,0.03204928672389925
[OI]6300_d,0.10403530926352908,0.047790918918536276
[NII]6583_d,0.25098055242720846,0.02473746729585045
