,Component 1,Component 2,Component 3,Component 4
I_e,0.2343,3.8072,2.7724,5.3200
r_e,37.3196,28.8915,3.9400,6.2227
n,2.4687,1.0321,0.5980,0.3263
x_0,33.4209,42.4773,47.8240,58.0643
