Name,Flux,Error flux
Hgamma,0.19152742381772964,0.037426958146296874
Hbeta,0.41499685212035775,0.053250407855857704
Halpha,1.066055757924367,0.03587700519468513
[SII]6731_d1,0.0,0.06116992902852486
[SII]6731_d2,0.8175322809985562,0.06949915851346074
HeII4687,0.0021912935388976903,0.022390589317991576
HeI5876,0.05828038411587347,0.014920735415226639
[OIII]5007_d,0.30072655202900916,0.02644015290061711
[OI]6300_d,0.02355329941852066,0.01913751657257261
[NII]6583_d,0.5360258026938134,0.050497346985830506
