,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_5
Continuum_1,0.018,0.023,0.020,0.014,0.012
Continuum_2,0.056,0.058,0.054,0.039,0.036
Continuum_3,0.020,0.024,0.022,0.015,0.013
