,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_5
Continuum_1,12.327,18.901,17.036,9.215,3.130
Continuum_2,3.616,6.830,6.389,3.498,1.181
Continuum_3,9.065,14.591,14.896,9.263,3.135
