,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_5
Continuum_1,0.220,0.443,0.348,0.130,0.038
Continuum_2,0.203,0.397,0.343,0.138,0.042
Continuum_3,0.183,0.356,0.333,0.135,0.042
