,SNR,Signal,Noise
Component_1,155.690,1.988,0.013
Component_2,447.835,4.921,0.011
Component_3,294.646,6.355,0.022
Component_4,474.384,12.699,0.027
Component_5,45.664,1.400,0.031
Component_6,353.840,6.174,0.017
Component_7,922.397,13.895,0.015
