,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_5
Continuum_1,0.044,0.048,0.038,0.084,0.049
Continuum_2,0.025,0.039,0.029,0.024,0.017
Continuum_3,0.019,0.024,0.019,0.021,0.020
