,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_5
Continuum_1,8.175,8.003,10.322,14.926,8.361
Continuum_2,11.116,9.398,11.019,17.218,7.973
Continuum_3,4.870,8.115,8.031,10.691,5.336
