,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_5
Continuum_1,0.091,0.081,0.114,0.200,0.196
Continuum_2,0.076,0.071,0.085,0.188,0.096
Continuum_3,0.066,0.065,0.067,0.162,0.062
