,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_5,Spectrum_6,Spectrum_7,Spectrum_8,Spectrum_9,Spectrum_10,Spectrum_11,Spectrum_12,Spectrum_13,Spectrum_14,Spectrum_15,Spectrum_16,Spectrum_17,Spectrum_18,Spectrum_19,Spectrum_20
Continuum_1,0.023,0.034,0.056,0.093,0.123,0.136,0.190,0.190,0.257,0.516,0.389,0.435,0.279,0.191,0.126,0.093,0.063,0.051,0.047,0.036
Continuum_2,0.025,0.034,0.051,0.078,0.110,0.117,0.160,0.163,0.218,0.404,0.371,0.361,0.256,0.179,0.125,0.092,0.068,0.055,0.049,0.035
Continuum_3,0.021,0.027,0.041,0.062,0.093,0.093,0.131,0.137,0.181,0.311,0.338,0.298,0.224,0.160,0.114,0.087,0.063,0.052,0.046,0.031
