Line,Flux,Error flux
Hbeta,0.17028355983314106,0.024921890470079353
Halpha,0.5519865933254788,0.023626430471903513
[SII]6716,0.16184362108883465,0.012681617853657387
[SII]6731,0.10680822547912115,0.008419494745065521
HeII4687,0.0,0.013427889078741723
HeI5876,0.0,0.011377576451970222
[OIII]5007_d,0.20976236640174212,0.019039518018765456
[OI]6300_d,0.058288345405147435,0.026885173127771295
[NII]6583_d,0.12808525306477955,0.017466206968644996
