,SNR,Signal,Noise
Component_1,35.224,0.153,0.004
Component_2,57.832,0.429,0.007
Component_3,80.548,0.686,0.009
Component_4,102.117,2.060,0.020
Component_5,21.318,0.287,0.013
Component_6,50.035,0.517,0.010
Component_7,127.493,0.921,0.007
