Name,Flux,Error_flux
Hgamma,4.181459841070546,0.36494099958240545
Hbeta,10.00175369964197,0.6087344760608975
Halpha,42.701887721384814,0.7270358521173388
[SII]6716,6.474854441400697,0.08743736044524428
[SII]6731,4.763981009553823,0.13118875452157752
HeII4687,0.0,0.05239565501676834
HeI5876,1.4936808108063844,0.09742722474470376
[OIII]4959,4.406620451463794,1.2944665640822772
[OIII]5007,13.21986135439138,1.2944665640822772
[OI]6300,0.42529300698076594,0.11084532161281069
[OI]6364,0.14176433566025531,0.11084532161281069
[NII]6548,3.072874338829445,0.3328815249486946
[NII]6583,9.218623016488335,0.3328815249486946
